Condition,State,PPH_per_1000,Year,Jurisdiction,Sector,Cost_per_person,Cost_per_PPH
Rheumatic heart disease(d),NSW,0.1,2022-23,NSW,Hospitals,0.0,0.0
Rheumatic heart disease(d),NSW,0.1,2022-23,NSW,Hospitals,13.0,130000.0
Rheumatic heart disease(d),NSW,0.1,2022-23,NSW,Hospitals,1118.0,11180000.0
Rheumatic heart disease(d),NSW,0.1,2022-23,NSW,Hospitals,18.0,180000.0
Rheumatic heart disease(d),NSW,0.1,2022-23,NSW,Hospitals,53.0,530000.0
Rheumatic heart disease(d),NSW,0.1,2022-23,NSW,Hospitals,4.0,40000.0
Rheumatic heart disease(d),NSW,0.1,2022-23,NSW,Hospitals,65.0,650000.0
Rheumatic heart disease(d),NSW,0.1,2022-23,NSW,Hospitals,1607.0,16070000.0
Bronchiectasis,NSW,0.2,2022-23,NSW,Hospitals,18.0,90000.0
Bronchiectasis,NSW,0.2,2022-23,NSW,Hospitals,119.0,595000.0
Bronchiectasis,NSW,0.2,2022-23,NSW,Hospitals,121.0,605000.0
Bronchiectasis,NSW,0.2,2022-23,NSW,Hospitals,360.0,1800000.0
Bronchiectasis,NSW,0.2,2022-23,NSW,Hospitals,74.0,370000.0
Bronchiectasis,NSW,0.2,2022-23,NSW,Hospitals,51.0,255000.0
Bronchiectasis,NSW,0.2,2022-23,NSW,Hospitals,0.0,0.0
Bronchiectasis,NSW,0.2,2022-23,NSW,Hospitals,13.0,65000.0
Bronchiectasis,NSW,0.2,2022-23,NSW,Hospitals,1118.0,5590000.0
Bronchiectasis,NSW,0.2,2022-23,NSW,Hospitals,18.0,90000.0
Bronchiectasis,NSW,0.2,2022-23,NSW,Hospitals,53.0,265000.0
Bronchiectasis,NSW,0.2,2022-23,NSW,Hospitals,4.0,20000.0
Bronchiectasis,NSW,0.2,2022-23,NSW,Hospitals,65.0,325000.0
Bronchiectasis,NSW,0.2,2022-23,NSW,Hospitals,1607.0,8035000.0
Total chronic conditions(c),NSW,8.5,2022-23,NSW,Hospitals,18.0,2117.6470588235293
Total chronic conditions(c),NSW,8.5,2022-23,NSW,Hospitals,119.0,14000.0
Total chronic conditions(c),NSW,8.5,2022-23,NSW,Hospitals,121.0,14235.29411764706
Total chronic conditions(c),NSW,8.5,2022-23,NSW,Hospitals,360.0,42352.94117647059
Total chronic conditions(c),NSW,8.5,2022-23,NSW,Hospitals,74.0,8705.882352941177
Total chronic conditions(c),NSW,8.5,2022-23,NSW,Hospitals,51.0,6000.0
Total chronic conditions(c),NSW,8.5,2022-23,NSW,Hospitals,0.0,0.0
Total chronic conditions(c),NSW,8.5,2022-23,NSW,Hospitals,13.0,1529.4117647058824
Total chronic conditions(c),NSW,8.5,2022-23,NSW,Hospitals,1118.0,131529.41176470587
Total chronic conditions(c),NSW,8.5,2022-23,NSW,Hospitals,18.0,2117.6470588235293
Total chronic conditions(c),NSW,8.5,2022-23,NSW,Hospitals,53.0,6235.294117647059
Total chronic conditions(c),NSW,8.5,2022-23,NSW,Hospitals,4.0,470.5882352941176
Total chronic conditions(c),NSW,8.5,2022-23,NSW,Hospitals,65.0,7647.058823529412
Total chronic conditions(c),NSW,8.5,2022-23,NSW,Hospitals,1607.0,189058.82352941178
Total selected potentially preventable hospitalisations,NSW,20.8,2022-23,NSW,Hospitals,18.0,865.3846153846154
Total selected potentially preventable hospitalisations,NSW,20.8,2022-23,NSW,Hospitals,119.0,5721.153846153846
Total selected potentially preventable hospitalisations,NSW,20.8,2022-23,NSW,Hospitals,121.0,5817.307692307692
Total selected potentially preventable hospitalisations,NSW,20.8,2022-23,NSW,Hospitals,360.0,17307.69230769231
Total selected potentially preventable hospitalisations,NSW,20.8,2022-23,NSW,Hospitals,74.0,3557.6923076923076
Total selected potentially preventable hospitalisations,NSW,20.8,2022-23,NSW,Hospitals,51.0,2451.9230769230767
Total selected potentially preventable hospitalisations,NSW,20.8,2022-23,NSW,Hospitals,0.0,0.0
Total selected potentially preventable hospitalisations,NSW,20.8,2022-23,NSW,Hospitals,13.0,625.0
Total selected potentially preventable hospitalisations,NSW,20.8,2022-23,NSW,Hospitals,1118.0,53750.0
Total selected potentially preventable hospitalisations,NSW,20.8,2022-23,NSW,Hospitals,18.0,865.3846153846154
Total selected potentially preventable hospitalisations,NSW,20.8,2022-23,NSW,Hospitals,53.0,2548.076923076923
Total selected potentially preventable hospitalisations,NSW,20.8,2022-23,NSW,Hospitals,4.0,192.3076923076923
Total selected potentially preventable hospitalisations,NSW,20.8,2022-23,NSW,Hospitals,65.0,3125.0
Total selected potentially preventable hospitalisations,NSW,20.8,2022-23,NSW,Hospitals,1607.0,77259.61538461538
Pneumonia and vaccine-preventable influenza,Vic,0.7,2022-23,Vic,Hospitals,16.0,22857.14285714286
Pneumonia and vaccine-preventable influenza,Vic,0.7,2022-23,Vic,Hospitals,137.0,195714.28571428574
Pneumonia and vaccine-preventable influenza,Vic,0.7,2022-23,Vic,Hospitals,121.0,172857.14285714287
Pneumonia and vaccine-preventable influenza,Vic,0.7,2022-23,Vic,Hospitals,361.0,515714.28571428574
Pneumonia and vaccine-preventable influenza,Vic,0.7,2022-23,Vic,Hospitals,98.0,140000.0
Pneumonia and vaccine-preventable influenza,Vic,0.7,2022-23,Vic,Hospitals,64.0,91428.57142857143
Pneumonia and vaccine-preventable influenza,Vic,0.7,2022-23,Vic,Hospitals,12.0,17142.857142857145
Pneumonia and vaccine-preventable influenza,Vic,0.7,2022-23,Vic,Hospitals,7.0,10000.0
Pneumonia and vaccine-preventable influenza,Vic,0.7,2022-23,Vic,Hospitals,1135.0,1621428.5714285716
Pneumonia and vaccine-preventable influenza,Vic,0.7,2022-23,Vic,Hospitals,7.0,10000.0
Pneumonia and vaccine-preventable influenza,Vic,0.7,2022-23,Vic,Hospitals,22.0,31428.57142857143
Pneumonia and vaccine-preventable influenza,Vic,0.7,2022-23,Vic,Hospitals,82.0,117142.85714285714
Pneumonia and vaccine-preventable influenza,Vic,0.7,2022-23,Vic,Hospitals,99.0,141428.57142857145
Pneumonia and vaccine-preventable influenza,Vic,0.7,2022-23,Vic,Hospitals,2279.0,3255714.285714286
Other vaccine-preventable conditions,Vic,0.9,2022-23,Vic,Hospitals,16.0,17777.777777777777
Other vaccine-preventable conditions,Vic,0.9,2022-23,Vic,Hospitals,137.0,152222.22222222222
Other vaccine-preventable conditions,Vic,0.9,2022-23,Vic,Hospitals,121.0,134444.44444444444
Other vaccine-preventable conditions,Vic,0.9,2022-23,Vic,Hospitals,361.0,401111.1111111111
Other vaccine-preventable conditions,Vic,0.9,2022-23,Vic,Hospitals,98.0,108888.88888888889
Other vaccine-preventable conditions,Vic,0.9,2022-23,Vic,Hospitals,64.0,71111.11111111111
Other vaccine-preventable conditions,Vic,0.9,2022-23,Vic,Hospitals,12.0,13333.333333333332
Other vaccine-preventable conditions,Vic,0.9,2022-23,Vic,Hospitals,7.0,7777.777777777777
Other vaccine-preventable conditions,Vic,0.9,2022-23,Vic,Hospitals,1135.0,1261111.111111111
Other vaccine-preventable conditions,Vic,0.9,2022-23,Vic,Hospitals,7.0,7777.777777777777
Other vaccine-preventable conditions,Vic,0.9,2022-23,Vic,Hospitals,22.0,24444.444444444445
Other vaccine-preventable conditions,Vic,0.9,2022-23,Vic,Hospitals,82.0,91111.11111111111
Other vaccine-preventable conditions,Vic,0.9,2022-23,Vic,Hospitals,99.0,110000.0
Other vaccine-preventable conditions,Vic,0.9,2022-23,Vic,Hospitals,2279.0,2532222.222222222
Total vaccine-preventable conditions(c),Vic,1.6,2022-23,Vic,Hospitals,16.0,10000.0
Total vaccine-preventable conditions(c),Vic,1.6,2022-23,Vic,Hospitals,137.0,85625.0
Total vaccine-preventable conditions(c),Vic,1.6,2022-23,Vic,Hospitals,121.0,75625.0
Total vaccine-preventable conditions(c),Vic,1.6,2022-23,Vic,Hospitals,361.0,225625.0
Total vaccine-preventable conditions(c),Vic,1.6,2022-23,Vic,Hospitals,98.0,61250.0
Total vaccine-preventable conditions(c),Vic,1.6,2022-23,Vic,Hospitals,64.0,40000.0
Total vaccine-preventable conditions(c),Vic,1.6,2022-23,Vic,Hospitals,12.0,7500.0
Total vaccine-preventable conditions(c),Vic,1.6,2022-23,Vic,Hospitals,7.0,4375.0
Total vaccine-preventable conditions(c),Vic,1.6,2022-23,Vic,Hospitals,1135.0,709375.0
Total vaccine-preventable conditions(c),Vic,1.6,2022-23,Vic,Hospitals,7.0,4375.0
Total vaccine-preventable conditions(c),Vic,1.6,2022-23,Vic,Hospitals,22.0,13750.0
Total vaccine-preventable conditions(c),Vic,1.6,2022-23,Vic,Hospitals,82.0,51250.0
Total vaccine-preventable conditions(c),Vic,1.6,2022-23,Vic,Hospitals,99.0,61875.0
Total vaccine-preventable conditions(c),Vic,1.6,2022-23,Vic,Hospitals,2279.0,1424375.0
Pneumonia (not vaccine-preventable),Vic,0.0,2022-23,Vic,Hospitals,16.0,inf
Pneumonia (not vaccine-preventable),Vic,0.0,2022-23,Vic,Hospitals,137.0,inf
Pneumonia (not vaccine-preventable),Vic,0.0,2022-23,Vic,Hospitals,121.0,inf
Pneumonia (not vaccine-preventable),Vic,0.0,2022-23,Vic,Hospitals,361.0,inf
Pneumonia (not vaccine-preventable),Vic,0.0,2022-23,Vic,Hospitals,98.0,inf
Pneumonia (not vaccine-preventable),Vic,0.0,2022-23,Vic,Hospitals,64.0,inf
Pneumonia (not vaccine-preventable),Vic,0.0,2022-23,Vic,Hospitals,12.0,inf
Pneumonia (not vaccine-preventable),Vic,0.0,2022-23,Vic,Hospitals,7.0,inf
Pneumonia (not vaccine-preventable),Vic,0.0,2022-23,Vic,Hospitals,1135.0,inf
Pneumonia (not vaccine-preventable),Vic,0.0,2022-23,Vic,Hospitals,7.0,inf
Pneumonia (not vaccine-preventable),Vic,0.0,2022-23,Vic,Hospitals,22.0,inf
Pneumonia (not vaccine-preventable),Vic,0.0,2022-23,Vic,Hospitals,82.0,inf
Pneumonia (not vaccine-preventable),Vic,0.0,2022-23,Vic,Hospitals,99.0,inf
Pneumonia (not vaccine-preventable),Vic,0.0,2022-23,Vic,Hospitals,2279.0,inf
Cellulitis,Vic,1.9,2022-23,Vic,Hospitals,16.0,8421.052631578948
Cellulitis,Vic,1.9,2022-23,Vic,Hospitals,137.0,72105.26315789473
Cellulitis,Vic,1.9,2022-23,Vic,Hospitals,121.0,63684.210526315794
Cellulitis,Vic,1.9,2022-23,Vic,Hospitals,361.0,190000.0
Cellulitis,Vic,1.9,2022-23,Vic,Hospitals,98.0,51578.94736842105
Cellulitis,Vic,1.9,2022-23,Vic,Hospitals,64.0,33684.210526315794
Cellulitis,Vic,1.9,2022-23,Vic,Hospitals,12.0,6315.789473684211
Cellulitis,Vic,1.9,2022-23,Vic,Hospitals,7.0,3684.2105263157896
Cellulitis,Vic,1.9,2022-23,Vic,Hospitals,1135.0,597368.4210526316
Cellulitis,Vic,1.9,2022-23,Vic,Hospitals,7.0,3684.2105263157896
Cellulitis,Vic,1.9,2022-23,Vic,Hospitals,22.0,11578.947368421053
Cellulitis,Vic,1.9,2022-23,Vic,Hospitals,82.0,43157.89473684211
Cellulitis,Vic,1.9,2022-23,Vic,Hospitals,99.0,52105.26315789474
Cellulitis,Vic,1.9,2022-23,Vic,Hospitals,2279.0,1199473.6842105263
Convulsions and epilepsy,Vic,1.4,2022-23,Vic,Hospitals,16.0,11428.57142857143
Convulsions and epilepsy,Vic,1.4,2022-23,Vic,Hospitals,137.0,97857.14285714287
Convulsions and epilepsy,Vic,1.4,2022-23,Vic,Hospitals,121.0,86428.57142857143
Convulsions and epilepsy,Vic,1.4,2022-23,Vic,Hospitals,361.0,257857.14285714287
Convulsions and epilepsy,Vic,1.4,2022-23,Vic,Hospitals,98.0,70000.0
Convulsions and epilepsy,Vic,1.4,2022-23,Vic,Hospitals,64.0,45714.28571428572
Convulsions and epilepsy,Vic,1.4,2022-23,Vic,Hospitals,12.0,8571.428571428572
Convulsions and epilepsy,Vic,1.4,2022-23,Vic,Hospitals,7.0,5000.0
Convulsions and epilepsy,Vic,1.4,2022-23,Vic,Hospitals,1135.0,810714.2857142858
Convulsions and epilepsy,Vic,1.4,2022-23,Vic,Hospitals,7.0,5000.0
Convulsions and epilepsy,Vic,1.4,2022-23,Vic,Hospitals,22.0,15714.285714285716
Convulsions and epilepsy,Vic,1.4,2022-23,Vic,Hospitals,82.0,58571.42857142857
Convulsions and epilepsy,Vic,1.4,2022-23,Vic,Hospitals,99.0,70714.28571428572
Convulsions and epilepsy,Vic,1.4,2022-23,Vic,Hospitals,2279.0,1627857.142857143
Eclampsia,Vic,0.0,2022-23,Vic,Hospitals,16.0,inf
Eclampsia,Vic,0.0,2022-23,Vic,Hospitals,137.0,inf
Eclampsia,Vic,0.0,2022-23,Vic,Hospitals,121.0,inf
Eclampsia,Vic,0.0,2022-23,Vic,Hospitals,361.0,inf
Eclampsia,Vic,0.0,2022-23,Vic,Hospitals,98.0,inf
Eclampsia,Vic,0.0,2022-23,Vic,Hospitals,64.0,inf
Eclampsia,Vic,0.0,2022-23,Vic,Hospitals,12.0,inf
Eclampsia,Vic,0.0,2022-23,Vic,Hospitals,7.0,inf
Eclampsia,Vic,0.0,2022-23,Vic,Hospitals,1135.0,inf
Eclampsia,Vic,0.0,2022-23,Vic,Hospitals,7.0,inf
Eclampsia,Vic,0.0,2022-23,Vic,Hospitals,22.0,inf
Eclampsia,Vic,0.0,2022-23,Vic,Hospitals,82.0,inf
Eclampsia,Vic,0.0,2022-23,Vic,Hospitals,99.0,inf
Eclampsia,Vic,0.0,2022-23,Vic,Hospitals,2279.0,inf
Dental conditions,Vic,2.8,2022-23,Vic,Hospitals,16.0,5714.285714285715
Dental conditions,Vic,2.8,2022-23,Vic,Hospitals,137.0,48928.571428571435
Dental conditions,Vic,2.8,2022-23,Vic,Hospitals,121.0,43214.28571428572
Dental conditions,Vic,2.8,2022-23,Vic,Hospitals,361.0,128928.57142857143
Dental conditions,Vic,2.8,2022-23,Vic,Hospitals,98.0,35000.0
Dental conditions,Vic,2.8,2022-23,Vic,Hospitals,64.0,22857.14285714286
Dental conditions,Vic,2.8,2022-23,Vic,Hospitals,12.0,4285.714285714286
Dental conditions,Vic,2.8,2022-23,Vic,Hospitals,7.0,2500.0
Dental conditions,Vic,2.8,2022-23,Vic,Hospitals,1135.0,405357.1428571429
Dental conditions,Vic,2.8,2022-23,Vic,Hospitals,7.0,2500.0
Dental conditions,Vic,2.8,2022-23,Vic,Hospitals,22.0,7857.142857142858
Dental conditions,Vic,2.8,2022-23,Vic,Hospitals,82.0,29285.714285714286
Dental conditions,Vic,2.8,2022-23,Vic,Hospitals,99.0,35357.14285714286
Dental conditions,Vic,2.8,2022-23,Vic,Hospitals,2279.0,813928.5714285715
"Ear, nose and throat infections",Vic,1.7,2022-23,Vic,Hospitals,16.0,9411.764705882353
"Ear, nose and throat infections",Vic,1.7,2022-23,Vic,Hospitals,137.0,80588.23529411765
"Ear, nose and throat infections",Vic,1.7,2022-23,Vic,Hospitals,121.0,71176.4705882353
"Ear, nose and throat infections",Vic,1.7,2022-23,Vic,Hospitals,361.0,212352.9411764706
"Ear, nose and throat infections",Vic,1.7,2022-23,Vic,Hospitals,98.0,57647.05882352941
"Ear, nose and throat infections",Vic,1.7,2022-23,Vic,Hospitals,64.0,37647.05882352941
"Ear, nose and throat infections",Vic,1.7,2022-23,Vic,Hospitals,12.0,7058.823529411765
"Ear, nose and throat infections",Vic,1.7,2022-23,Vic,Hospitals,7.0,4117.64705882353
"Ear, nose and throat infections",Vic,1.7,2022-23,Vic,Hospitals,1135.0,667647.0588235294
"Ear, nose and throat infections",Vic,1.7,2022-23,Vic,Hospitals,7.0,4117.64705882353
"Ear, nose and throat infections",Vic,1.7,2022-23,Vic,Hospitals,22.0,12941.176470588236
"Ear, nose and throat infections",Vic,1.7,2022-23,Vic,Hospitals,82.0,48235.29411764706
"Ear, nose and throat infections",Vic,1.7,2022-23,Vic,Hospitals,99.0,58235.29411764706
"Ear, nose and throat infections",Vic,1.7,2022-23,Vic,Hospitals,2279.0,1340588.2352941176
Gangrene,Vic,0.5,2022-23,Vic,Hospitals,16.0,32000.0
Gangrene,Vic,0.5,2022-23,Vic,Hospitals,137.0,274000.0
Gangrene,Vic,0.5,2022-23,Vic,Hospitals,121.0,242000.0
Gangrene,Vic,0.5,2022-23,Vic,Hospitals,361.0,722000.0
Gangrene,Vic,0.5,2022-23,Vic,Hospitals,98.0,196000.0
Gangrene,Vic,0.5,2022-23,Vic,Hospitals,64.0,128000.0
Gangrene,Vic,0.5,2022-23,Vic,Hospitals,12.0,24000.0
Gangrene,Vic,0.5,2022-23,Vic,Hospitals,7.0,14000.0
Gangrene,Vic,0.5,2022-23,Vic,Hospitals,1135.0,2270000.0
Gangrene,Vic,0.5,2022-23,Vic,Hospitals,7.0,14000.0
Gangrene,Vic,0.5,2022-23,Vic,Hospitals,22.0,44000.0
Gangrene,Vic,0.5,2022-23,Vic,Hospitals,82.0,164000.0
Gangrene,Vic,0.5,2022-23,Vic,Hospitals,99.0,198000.0
Gangrene,Vic,0.5,2022-23,Vic,Hospitals,2279.0,4558000.0
Pelvic inflammatory disease,Vic,0.2,2022-23,Vic,Hospitals,16.0,80000.0
Pelvic inflammatory disease,Vic,0.2,2022-23,Vic,Hospitals,137.0,685000.0
Pelvic inflammatory disease,Vic,0.2,2022-23,Vic,Hospitals,121.0,605000.0
Pelvic inflammatory disease,Vic,0.2,2022-23,Vic,Hospitals,361.0,1805000.0
Pelvic inflammatory disease,Vic,0.2,2022-23,Vic,Hospitals,98.0,490000.0
Pelvic inflammatory disease,Vic,0.2,2022-23,Vic,Hospitals,64.0,320000.0
Pelvic inflammatory disease,Vic,0.2,2022-23,Vic,Hospitals,12.0,60000.0
Pelvic inflammatory disease,Vic,0.2,2022-23,Vic,Hospitals,7.0,35000.0
Pelvic inflammatory disease,Vic,0.2,2022-23,Vic,Hospitals,1135.0,5675000.0
Pelvic inflammatory disease,Vic,0.2,2022-23,Vic,Hospitals,7.0,35000.0
Pelvic inflammatory disease,Vic,0.2,2022-23,Vic,Hospitals,22.0,110000.0
Pelvic inflammatory disease,Vic,0.2,2022-23,Vic,Hospitals,82.0,410000.0
Pelvic inflammatory disease,Vic,0.2,2022-23,Vic,Hospitals,99.0,495000.0
Pelvic inflammatory disease,Vic,0.2,2022-23,Vic,Hospitals,2279.0,11395000.0
Perforated/bleeding ulcer,Vic,0.2,2022-23,Vic,Hospitals,16.0,80000.0
Perforated/bleeding ulcer,Vic,0.2,2022-23,Vic,Hospitals,137.0,685000.0
Perforated/bleeding ulcer,Vic,0.2,2022-23,Vic,Hospitals,121.0,605000.0
Perforated/bleeding ulcer,Vic,0.2,2022-23,Vic,Hospitals,361.0,1805000.0
Perforated/bleeding ulcer,Vic,0.2,2022-23,Vic,Hospitals,98.0,490000.0
Perforated/bleeding ulcer,Vic,0.2,2022-23,Vic,Hospitals,64.0,320000.0
Perforated/bleeding ulcer,Vic,0.2,2022-23,Vic,Hospitals,12.0,60000.0
Perforated/bleeding ulcer,Vic,0.2,2022-23,Vic,Hospitals,7.0,35000.0
Perforated/bleeding ulcer,Vic,0.2,2022-23,Vic,Hospitals,1135.0,5675000.0
Perforated/bleeding ulcer,Vic,0.2,2022-23,Vic,Hospitals,7.0,35000.0
Perforated/bleeding ulcer,Vic,0.2,2022-23,Vic,Hospitals,22.0,110000.0
Perforated/bleeding ulcer,Vic,0.2,2022-23,Vic,Hospitals,82.0,410000.0
Perforated/bleeding ulcer,Vic,0.2,2022-23,Vic,Hospitals,99.0,495000.0
Perforated/bleeding ulcer,Vic,0.2,2022-23,Vic,Hospitals,2279.0,11395000.0
Urinary tract infections including pyelonephritis,Vic,2.4,2022-23,Vic,Hospitals,16.0,6666.666666666667
Urinary tract infections including pyelonephritis,Vic,2.4,2022-23,Vic,Hospitals,137.0,57083.333333333336
Urinary tract infections including pyelonephritis,Vic,2.4,2022-23,Vic,Hospitals,121.0,50416.66666666667
Urinary tract infections including pyelonephritis,Vic,2.4,2022-23,Vic,Hospitals,361.0,150416.6666666667
Urinary tract infections including pyelonephritis,Vic,2.4,2022-23,Vic,Hospitals,98.0,40833.333333333336
Urinary tract infections including pyelonephritis,Vic,2.4,2022-23,Vic,Hospitals,64.0,26666.666666666668
Urinary tract infections including pyelonephritis,Vic,2.4,2022-23,Vic,Hospitals,12.0,5000.0
Urinary tract infections including pyelonephritis,Vic,2.4,2022-23,Vic,Hospitals,7.0,2916.666666666667
Urinary tract infections including pyelonephritis,Vic,2.4,2022-23,Vic,Hospitals,1135.0,472916.6666666667
Urinary tract infections including pyelonephritis,Vic,2.4,2022-23,Vic,Hospitals,7.0,2916.666666666667
Urinary tract infections including pyelonephritis,Vic,2.4,2022-23,Vic,Hospitals,22.0,9166.666666666668
Urinary tract infections including pyelonephritis,Vic,2.4,2022-23,Vic,Hospitals,82.0,34166.66666666667
Urinary tract infections including pyelonephritis,Vic,2.4,2022-23,Vic,Hospitals,99.0,41250.0
Urinary tract infections including pyelonephritis,Vic,2.4,2022-23,Vic,Hospitals,2279.0,949583.3333333334
Total acute conditions(c),Vic,11.0,2022-23,Vic,Hospitals,16.0,1454.5454545454545
Total acute conditions(c),Vic,11.0,2022-23,Vic,Hospitals,137.0,12454.545454545454
Total acute conditions(c),Vic,11.0,2022-23,Vic,Hospitals,121.0,11000.0
Total acute conditions(c),Vic,11.0,2022-23,Vic,Hospitals,361.0,32818.181818181816
Total acute conditions(c),Vic,11.0,2022-23,Vic,Hospitals,98.0,8909.09090909091
Total acute conditions(c),Vic,11.0,2022-23,Vic,Hospitals,64.0,5818.181818181818
Total acute conditions(c),Vic,11.0,2022-23,Vic,Hospitals,12.0,1090.909090909091
Total acute conditions(c),Vic,11.0,2022-23,Vic,Hospitals,7.0,636.3636363636364
Total acute conditions(c),Vic,11.0,2022-23,Vic,Hospitals,1135.0,103181.81818181818
Total acute conditions(c),Vic,11.0,2022-23,Vic,Hospitals,7.0,636.3636363636364
Total acute conditions(c),Vic,11.0,2022-23,Vic,Hospitals,22.0,2000.0
Total acute conditions(c),Vic,11.0,2022-23,Vic,Hospitals,82.0,7454.545454545455
Total acute conditions(c),Vic,11.0,2022-23,Vic,Hospitals,99.0,9000.0
Total acute conditions(c),Vic,11.0,2022-23,Vic,Hospitals,2279.0,207181.81818181818
Angina,Vic,0.8,2022-23,Vic,Hospitals,16.0,20000.0
Angina,Vic,0.8,2022-23,Vic,Hospitals,137.0,171250.0
Angina,Vic,0.8,2022-23,Vic,Hospitals,121.0,151250.0
Angina,Vic,0.8,2022-23,Vic,Hospitals,361.0,451250.0
Angina,Vic,0.8,2022-23,Vic,Hospitals,98.0,122500.0
Angina,Vic,0.8,2022-23,Vic,Hospitals,64.0,80000.0
Angina,Vic,0.8,2022-23,Vic,Hospitals,12.0,15000.0
Angina,Vic,0.8,2022-23,Vic,Hospitals,7.0,8750.0
Angina,Vic,0.8,2022-23,Vic,Hospitals,1135.0,1418750.0
Angina,Vic,0.8,2022-23,Vic,Hospitals,7.0,8750.0
Angina,Vic,0.8,2022-23,Vic,Hospitals,22.0,27500.0
Angina,Vic,0.8,2022-23,Vic,Hospitals,82.0,102500.0
Angina,Vic,0.8,2022-23,Vic,Hospitals,99.0,123750.0
Angina,Vic,0.8,2022-23,Vic,Hospitals,2279.0,2848750.0
Asthma,Vic,1.2,2022-23,Vic,Hospitals,16.0,13333.333333333334
Asthma,Vic,1.2,2022-23,Vic,Hospitals,137.0,114166.66666666667
Asthma,Vic,1.2,2022-23,Vic,Hospitals,121.0,100833.33333333334
Asthma,Vic,1.2,2022-23,Vic,Hospitals,361.0,300833.3333333334
Asthma,Vic,1.2,2022-23,Vic,Hospitals,98.0,81666.66666666667
Asthma,Vic,1.2,2022-23,Vic,Hospitals,64.0,53333.333333333336
Asthma,Vic,1.2,2022-23,Vic,Hospitals,12.0,10000.0
Asthma,Vic,1.2,2022-23,Vic,Hospitals,7.0,5833.333333333334
Asthma,Vic,1.2,2022-23,Vic,Hospitals,1135.0,945833.3333333334
Asthma,Vic,1.2,2022-23,Vic,Hospitals,7.0,5833.333333333334
Asthma,Vic,1.2,2022-23,Vic,Hospitals,22.0,18333.333333333336
Asthma,Vic,1.2,2022-23,Vic,Hospitals,82.0,68333.33333333334
Asthma,Vic,1.2,2022-23,Vic,Hospitals,99.0,82500.0
Asthma,Vic,1.2,2022-23,Vic,Hospitals,2279.0,1899166.6666666667
Chronic obstructive pulmonary disease,Vic,1.6,2022-23,Vic,Hospitals,16.0,10000.0
Chronic obstructive pulmonary disease,Vic,1.6,2022-23,Vic,Hospitals,137.0,85625.0
Chronic obstructive pulmonary disease,Vic,1.6,2022-23,Vic,Hospitals,121.0,75625.0
Chronic obstructive pulmonary disease,Vic,1.6,2022-23,Vic,Hospitals,361.0,225625.0
Chronic obstructive pulmonary disease,Vic,1.6,2022-23,Vic,Hospitals,98.0,61250.0
Chronic obstructive pulmonary disease,Vic,1.6,2022-23,Vic,Hospitals,64.0,40000.0
Chronic obstructive pulmonary disease,Vic,1.6,2022-23,Vic,Hospitals,12.0,7500.0
Chronic obstructive pulmonary disease,Vic,1.6,2022-23,Vic,Hospitals,7.0,4375.0
Chronic obstructive pulmonary disease,Vic,1.6,2022-23,Vic,Hospitals,1135.0,709375.0
Chronic obstructive pulmonary disease,Vic,1.6,2022-23,Vic,Hospitals,7.0,4375.0
Chronic obstructive pulmonary disease,Vic,1.6,2022-23,Vic,Hospitals,22.0,13750.0
Chronic obstructive pulmonary disease,Vic,1.6,2022-23,Vic,Hospitals,82.0,51250.0
Chronic obstructive pulmonary disease,Vic,1.6,2022-23,Vic,Hospitals,99.0,61875.0
Chronic obstructive pulmonary disease,Vic,1.6,2022-23,Vic,Hospitals,2279.0,1424375.0
Congestive cardiac failure,Vic,1.9,2022-23,Vic,Hospitals,16.0,8421.052631578948
Congestive cardiac failure,Vic,1.9,2022-23,Vic,Hospitals,137.0,72105.26315789473
Congestive cardiac failure,Vic,1.9,2022-23,Vic,Hospitals,121.0,63684.210526315794
Congestive cardiac failure,Vic,1.9,2022-23,Vic,Hospitals,361.0,190000.0
Congestive cardiac failure,Vic,1.9,2022-23,Vic,Hospitals,98.0,51578.94736842105
Congestive cardiac failure,Vic,1.9,2022-23,Vic,Hospitals,64.0,33684.210526315794
Congestive cardiac failure,Vic,1.9,2022-23,Vic,Hospitals,12.0,6315.789473684211
Congestive cardiac failure,Vic,1.9,2022-23,Vic,Hospitals,7.0,3684.2105263157896
Congestive cardiac failure,Vic,1.9,2022-23,Vic,Hospitals,1135.0,597368.4210526316
