eSituation_09,DiagnosisCodeDescr
F94.8,Other childhood disorders of social functioning
F95.2,Tourette's disorder
F98.29,Other feeding disorders of infancy and early childhood
F98.9,Unspecified behavioral and emotional disorders with onset usually occurring in childhood and adolescence
F99,"Mental disorder, not otherwise specified"
G00.9,"Bacterial meningitis, unspecified"
G03.9,"Meningitis, unspecified"
G04.90,"Encephalitis and encephalomyelitis, unspecified"
G06.0,Intracranial abscess and granuloma
G06.1,Intraspinal abscess and granuloma
G10,Huntington's disease
G12.21,Amyotrophic lateral sclerosis
G20,Parkinson's disease
G20.A1,"Parkinson's disease without dyskinesia, without mention of fluctuations"
G24,Dystonia
G24.0,Drug induced dystonia
G24.02,Drug induced acute dystonia
G24.9,"Dystonia, unspecified"
G25.0,Essential tremor
G25.1,Drug-induced tremor
G25.2,Other specified forms of tremor
G25.3,Myoclonus
G25.70,"Drug induced movement disorder, unspecified"
G25.79,Other drug induced movement disorders
G25.81,Restless legs syndrome
G30,Alzheimer's disease
G30.9,"Alzheimer's disease, unspecified"
G31.83,Neurocognitive disorder with Lewy bodies
G31.84,Mild cognitive impairment of uncertain or unknown etiology
G35,Multiple sclerosis
G40,Epilepsy and recurrent seizures
G40.0,Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset
G40.001,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, with status epilepticus"
G40.01,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, intractable"
G40.019,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, intractable, without status epilepticus"
G40.101,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, with status epilepticus"
G40.109,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus"
G40.11,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable"
G40.119,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, without status epilepticus"
G40.2,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures
G40.20,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable"
G40.209,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, without status epilepticus"
G40.3,Generalized idiopathic epilepsy and epileptic syndromes
G40.30,"Generalized idiopathic epilepsy and epileptic syndromes, not intractable"
G40.309,"Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus"
G40.4,Other generalized epilepsy and epileptic syndromes
G40.411,"Other generalized epilepsy and epileptic syndromes, intractable, with status epilepticus"
G40.419,"Other generalized epilepsy and epileptic syndromes, intractable, without status epilepticus"
G40.5,Epileptic seizures related to external causes
G40.50,"Epileptic seizures related to external causes, not intractable"
G40.501,"Epileptic seizures related to external causes, not intractable, with status epilepticus"
G40.509,"Epileptic seizures related to external causes, not intractable, without status epilepticus"
G40.8,Other epilepsy and recurrent seizures
G40.80,Other epilepsy
G40.823,"Epileptic spasms, intractable, with status epilepticus"
G40.89,Other seizures
G40.9,"Epilepsy, unspecified"
G40.90,"Epilepsy, unspecified, not intractable"
G40.901,"Epilepsy, unspecified, not intractable, with status epilepticus"
G40.909,"Epilepsy, unspecified, not intractable, without status epilepticus"
G40.91,"Epilepsy, unspecified, intractable"
G40.911,"Epilepsy, unspecified, intractable, with status epilepticus"
G40.919,"Epilepsy, unspecified, intractable, without status epilepticus"
G40.A,Absence epileptic syndrome
G40.A11,"Absence epileptic syndrome, intractable, with status epilepticus"
G43,Migraine
G43.0,Migraine without aura
G43.009,"Migraine without aura, not intractable, without status migrainosus"
G43.1,Migraine with aura
G43.7,Chronic migraine without aura
G43.71,"Chronic migraine without aura, intractable"
G43.8,Other migraine
G43.839,"Menstrual migraine, intractable, without status migrainosus"
G43.9,"Migraine, unspecified"
G43.90,"Migraine, unspecified, not intractable"
G43.909,"Migraine, unspecified, not intractable, without status migrainosus"
G43.919,"Migraine, unspecified, intractable, without status migrainosus"
G43.A,Cyclical vomiting
G43.A1,"Cyclical vomiting, in migraine, intractable"
G44,Other headache syndromes
G44.00,"Cluster headache syndrome, unspecified"
G44.019,"Episodic cluster headache, not intractable"
G44.02,Chronic cluster headache
G44.1,"Vascular headache, not elsewhere classified"
G44.2,Tension-type headache
G44.20,"Tension-type headache, unspecified"
G44.209,"Tension-type headache, unspecified, not intractable"
G44.211,"Episodic tension-type headache, intractable"
G44.22,Chronic tension-type headache
G44.3,Post-traumatic headache
G44.30,"Post-traumatic headache, unspecified"
G44.301,"Post-traumatic headache, unspecified, intractable"
G44.309,"Post-traumatic headache, unspecified, not intractable"
G44.31,Acute post-traumatic headache
G44.311,"Acute post-traumatic headache, intractable"
G44.319,"Acute post-traumatic headache, not intractable"
G44.32,Chronic post-traumatic headache
G44.329,"Chronic post-traumatic headache, not intractable"
G44.4,"Drug-induced headache, not elsewhere classified"
G44.5,Complicated headache syndromes
G44.52,New daily persistent headache (NDPH)
G44.53,Primary thunderclap headache
G44.59,Other complicated headache syndrome
G44.8,Other specified headache syndromes
G44.83,Primary cough headache
G44.84,Primary exertional headache
G44.89,Other headache syndrome
G45,Transient cerebral ischemic attacks and related syndromes
G45.3,Amaurosis fugax
G45.4,Transient global amnesia
G45.8,Other transient cerebral ischemic attacks and related syndromes
G45.9,"Transient cerebral ischemic attack, unspecified"
G46,Vascular syndromes of brain in cerebrovascular diseases
G46.3,Brain stem stroke syndrome
G46.4,Cerebellar stroke syndrome
G47.0,Insomnia
G47.00,"Insomnia, unspecified"
G47.01,Insomnia due to medical condition
G47.10,"Hypersomnia, unspecified"
G47.19,Other hypersomnia
G47.2,Circadian rhythm sleep disorders
G47.20,"Circadian rhythm sleep disorder, unspecified type"
G47.3,Sleep apnea
G47.30,"Sleep apnea, unspecified"
G47.33,Obstructive sleep apnea (adult) (pediatric)
G47.36,Sleep related hypoventilation in conditions classified elsewhere
G47.41,Narcolepsy
G47.421,Narcolepsy in conditions classified elsewhere with cataplexy
G47.51,Confusional arousals
G47.62,Sleep related leg cramps
G47.8,Other sleep disorders
G50.1,Atypical facial pain
G51,Facial nerve disorders
G51.0,Bell's palsy
G51.9,"Disorder of facial nerve, unspecified"
G56.92,Unspecified mononeuropathy of left upper limb
G57.90,Unspecified mononeuropathy of unspecified lower limb
G57.91,Unspecified mononeuropathy of right lower limb
G57.92,Unspecified mononeuropathy of left lower limb
G57.93,Unspecified mononeuropathy of bilateral lower limbs
G58.7,Mononeuritis multiplex
G60.9,"Hereditary and idiopathic neuropathy, unspecified"
G61.0,Guillain-Barre syndrome
G62.1,Alcoholic polyneuropathy
G62.9,"Polyneuropathy, unspecified"
G70.00,Myasthenia gravis without (acute) exacerbation
G70.9,"Myoneural disorder, unspecified"
G71.0,Muscular dystrophy
G71.00,"Muscular dystrophy, unspecified"
G72.3,Periodic paralysis
G72.81,Critical illness myopathy
G72.9,"Myopathy, unspecified"
G80,Cerebral palsy
G80.4,Ataxic cerebral palsy
G80.9,"Cerebral palsy, unspecified"
G81,Hemiplegia and hemiparesis
G81.0,Flaccid hemiplegia
G81.00,Flaccid hemiplegia affecting unspecified side
G81.01,Flaccid hemiplegia affecting right dominant side
G81.02,Flaccid hemiplegia affecting left dominant side
G81.04,Flaccid hemiplegia affecting left nondominant side
G81.10,Spastic hemiplegia affecting unspecified side
G81.9,"Hemiplegia, unspecified"
G81.90,"Hemiplegia, unspecified affecting unspecified side"
G81.91,"Hemiplegia, unspecified affecting right dominant side"
G81.92,"Hemiplegia, unspecified affecting left dominant side"
G81.94,"Hemiplegia, unspecified affecting left nondominant side"
G82.2,Paraplegia
G82.20,"Paraplegia, unspecified"
G82.5,Quadriplegia
G82.50,"Quadriplegia, unspecified"
G83.10,Monoplegia of lower limb affecting unspecified side
G83.20,Monoplegia of upper limb affecting unspecified side
G83.30,"Monoplegia, unspecified affecting unspecified side"
G83.8,Other specified paralytic syndromes
G83.9,"Paralytic syndrome, unspecified"
G89,"Pain, not elsewhere classified"
G89.0,Central pain syndrome
G89.1,"Acute pain, not elsewhere classified"
G89.11,Acute pain due to trauma
G89.12,Acute post-thoracotomy pain
G89.18,Other acute postprocedural pain
G89.2,"Chronic pain, not elsewhere classified"
G89.21,Chronic pain due to trauma
G89.28,Other chronic postprocedural pain
G89.29,Other chronic pain
G89.3,Neoplasm related pain (acute) (chronic)
G89.4,Chronic pain syndrome
G90.4,Autonomic dysreflexia
G90.50,"Complex regional pain syndrome I, unspecified"
G90.519,Complex regional pain syndrome I of unspecified upper limb
G90.52,Complex regional pain syndrome I of lower limb
G90.59,Complex regional pain syndrome I of other specified site
G91.9,"Hydrocephalus, unspecified"
G93.1,"Anoxic brain damage, not elsewhere classified"
G93.2,Benign intracranial hypertension
G93.39,Other post infection and related fatigue syndromes
G93.4,Other and unspecified encephalopathy
G93.40,"Encephalopathy, unspecified"
G93.41,Metabolic encephalopathy
G93.49,Other encephalopathy
G93.5,Compression of brain
G93.6,Cerebral edema
G93.8,Other specified disorders of brain
G93.82,Brain death
G93.89,Other specified disorders of brain
G93.9,"Disorder of brain, unspecified"
G95.20,Unspecified cord compression
G96,Other disorders of central nervous system
G97.0,Cerebrospinal fluid leak from spinal puncture
G97.82,Other postprocedural complications and disorders of nervous system
G98.8,Other disorders of nervous system
G99.8,Other specified disorders of nervous system in diseases classified elsewhere
H01.11,Allergic dermatitis of eyelid
H02.51,Abnormal innervation syndrome
H02.811,Retained foreign body in right upper eyelid
H02.84,Edema of eyelid
H02.843,"Edema of right eye, unspecified eyelid"
H02.849,"Edema of unspecified eye, unspecified eyelid"
H04,Disorders of lacrimal system
H05.232,Hemorrhage of left orbit
H05.239,Hemorrhage of unspecified orbit
H05.331,Deformity of right orbit due to trauma or surgery
H10,Conjunctivitis
H10.0,Mucopurulent conjunctivitis
H10.13,"Acute atopic conjunctivitis, bilateral"
H10.45,Other chronic allergic conjunctivitis
H10.9,Unspecified conjunctivitis
H11.30,"Conjunctival hemorrhage, unspecified eye"
H11.31,"Conjunctival hemorrhage, right eye"
H11.32,"Conjunctival hemorrhage, left eye"
H15.011,"Anterior scleritis, right eye"
H21.01,"Hyphema, right eye"
H21.562,"Pupillary abnormality, left eye"
H21.563,"Pupillary abnormality, bilateral"
H21.569,"Pupillary abnormality, unspecified eye"
H25,Age-related cataract
H26.9,Unspecified cataract
H31.413,"Hemorrhagic choroidal detachment, bilateral"
H33.011,"Retinal detachment with single break, right eye"
H35.109,"Retinopathy of prematurity, unspecified, unspecified eye"
H40,Glaucoma
H40.051,"Ocular hypertension, right eye"
H40.811,"Glaucoma with increased episcleral venous pressure, right eye"
H40.9,Unspecified glaucoma
H44.02,Vitreous abscess (chronic)
H47.021,"Hemorrhage in optic nerve sheath, right eye"
H47.5,Disorders of other visual pathways
H51.8,Other specified disorders of binocular movement
H52.1,Myopia
H53,Visual disturbances
H53.041,"Amblyopia suspect, right eye"
H53.10,Unspecified subjective visual disturbances
H53.12,Transient visual loss
H53.13,Sudden visual loss
H53.132,"Sudden visual loss, left eye"
H53.133,"Sudden visual loss, bilateral"
H53.139,"Sudden visual loss, unspecified eye"
H53.14,Visual discomfort
H53.141,"Visual discomfort, right eye"
H53.143,"Visual discomfort, bilateral"
H53.149,"Visual discomfort, unspecified"
H53.2,Diplopia
H53.3,Other and unspecified disorders of binocular vision
H53.30,Unspecified disorder of binocular vision
H53.40,Unspecified visual field defects
H53.5,Color vision deficiencies
H53.52,Acquired color vision deficiency
H53.59,Other color vision deficiencies
H53.7,Vision sensitivity deficiencies
H53.8,Other visual disturbances
H53.9,Unspecified visual disturbance
H54,Blindness and low vision
H54.0,"Blindness, both eyes"
H54.2,"Low vision, both eyes"
H54.3,"Unqualified visual loss, both eyes"
H54.4,"Blindness, one eye"
H54.40,"Blindness, one eye, unspecified eye"
H54.5,"Low vision, one eye"
H54.50,"Low vision, one eye, unspecified eye"
H54.51,"Low vision, right eye, normal vision left eye"
H54.52,"Low vision, left eye, normal vision right eye"
H54.6,"Unqualified visual loss, one eye"
H54.61,"Unqualified visual loss, right eye, normal vision left eye"
H54.62,"Unqualified visual loss, left eye, normal vision right eye"
H54.7,Unspecified visual loss
H54.8,"Legal blindness, as defined in USA"
H55,Nystagmus and other irregular eye movements
H55.0,Nystagmus
H57,Other disorders of eye and adnexa
H57.0,Anomalies of pupillary function
H57.00,Unspecified anomaly of pupillary function
H57.02,Anisocoria
H57.03,Miosis
H57.04,Mydriasis
H57.1,Ocular pain
H57.10,"Ocular pain, unspecified eye"
