eSituation_11,DiagnosisCodeDescr
E11.00,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
E11.01,Type 2 diabetes mellitus with hyperosmolarity with coma
E11.1,Type 2 diabetes mellitus with ketoacidosis
E11.10,Type 2 diabetes mellitus with ketoacidosis without coma
E11.11,Type 2 diabetes mellitus with ketoacidosis with coma
E11.21,Type 2 diabetes mellitus with diabetic nephropathy
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease
E11.29,Type 2 diabetes mellitus with other diabetic kidney complication
E11.40,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified"
E11.43,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy
E11.49,Type 2 diabetes mellitus with other diabetic neurological complication
E11.51,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene
E11.59,Type 2 diabetes mellitus with other circulatory complications
E11.6,Type 2 diabetes mellitus with other specified complications
E11.618,Type 2 diabetes mellitus with other diabetic arthropathy
E11.621,Type 2 diabetes mellitus with foot ulcer
E11.622,Type 2 diabetes mellitus with other skin ulcer
E11.628,Type 2 diabetes mellitus with other skin complications
E11.64,Type 2 diabetes mellitus with hypoglycemia
E11.641,Type 2 diabetes mellitus with hypoglycemia with coma
E11.649,Type 2 diabetes mellitus with hypoglycemia without coma
E11.65,Type 2 diabetes mellitus with hyperglycemia
E11.69,Type 2 diabetes mellitus with other specified complication
E11.8,Type 2 diabetes mellitus with unspecified complications
E11.9,Type 2 diabetes mellitus without complications
E13,Other specified diabetes mellitus
E13.0,Other specified diabetes mellitus with hyperosmolarity
E13.00,Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
E13.1,Other specified diabetes mellitus with ketoacidosis
E13.10,Other specified diabetes mellitus with ketoacidosis without coma
E13.11,Other specified diabetes mellitus with ketoacidosis with coma
E13.21,Other specified diabetes mellitus with diabetic nephropathy
E13.29,Other specified diabetes mellitus with other diabetic kidney complication
E13.31,Other specified diabetes mellitus with unspecified diabetic retinopathy
E13.40,"Other specified diabetes mellitus with diabetic neuropathy, unspecified"
E13.41,Other specified diabetes mellitus with diabetic mononeuropathy
E13.42,Other specified diabetes mellitus with diabetic polyneuropathy
E13.49,Other specified diabetes mellitus with other diabetic neurological complication
E13.51,Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene
E13.52,Other specified diabetes mellitus with diabetic peripheral angiopathy with gangrene
E13.59,Other specified diabetes mellitus with other circulatory complications
E13.621,Other specified diabetes mellitus with foot ulcer
E13.64,Other specified diabetes mellitus with hypoglycemia
E13.641,Other specified diabetes mellitus with hypoglycemia with coma
E13.649,Other specified diabetes mellitus with hypoglycemia without coma
E13.65,Other specified diabetes mellitus with hyperglycemia
E13.69,Other specified diabetes mellitus with other specified complication
E13.8,Other specified diabetes mellitus with unspecified complications
E13.9,Other specified diabetes mellitus without complications
E15,Nondiabetic hypoglycemic coma
E16,Other disorders of pancreatic internal secretion
E16.0,Drug-induced hypoglycemia without coma
E16.1,Other hypoglycemia
E16.2,"Hypoglycemia, unspecified"
E16.3,Increased secretion of glucagon
E16.8,Other specified disorders of pancreatic internal secretion
E16.9,"Disorder of pancreatic internal secretion, unspecified"
E20,Hypoparathyroidism
E23.0,Hypopituitarism
E23.2,Diabetes insipidus
E23.6,Other disorders of pituitary gland
E24.0,Pituitary-dependent Cushing's disease
E24.9,"Cushing's syndrome, unspecified"
E25.0,Congenital adrenogenital disorders associated with enzyme deficiency
E27.1,Primary adrenocortical insufficiency
E27.2,Addisonian crisis
E27.4,Other and unspecified adrenocortical insufficiency
E27.40,Unspecified adrenocortical insufficiency
E27.49,Other adrenocortical insufficiency
E27.8,Other specified disorders of adrenal gland
E27.9,"Disorder of adrenal gland, unspecified"
E28,Ovarian dysfunction
E28.2,Polycystic ovarian syndrome
E28.9,"Ovarian dysfunction, unspecified"
E29,Testicular dysfunction
E29.8,Other testicular dysfunction
E29.9,"Testicular dysfunction, unspecified"
E31.0,Autoimmune polyglandular failure
E34,Other endocrine disorders
E34.0,Carcinoid syndrome
E34.3,Short stature due to endocrine disorder
E34.9,"Endocrine disorder, unspecified"
E41,Nutritional marasmus
E43,Unspecified severe protein-calorie malnutrition
E44,Protein-calorie malnutrition of moderate and mild degree
E44.0,Moderate protein-calorie malnutrition
E46,Unspecified protein-calorie malnutrition
E51.2,Wernicke's encephalopathy
E61.1,Iron deficiency
E61.2,Magnesium deficiency
E63.9,"Nutritional deficiency, unspecified"
E64,Sequelae of malnutrition and other nutritional deficiencies
E66,Overweight and obesity
E66.0,Obesity due to excess calories
E66.01,Morbid (severe) obesity due to excess calories
E66.1,Drug-induced obesity
E66.2,Morbid (severe) obesity with alveolar hypoventilation
E66.3,Overweight
E66.8,Other obesity
E66.9,"Obesity, unspecified"
E72.20,"Disorder of urea cycle metabolism, unspecified"
E72.3,Disorders of lysine and hydroxylysine metabolism
E72.51,Non-ketotic hyperglycinemia
E73,Lactose intolerance
E75.22,Gaucher disease
E76.9,"Glucosaminoglycan metabolism disorder, unspecified"
E78.49,Other hyperlipidemia
E78.5,"Hyperlipidemia, unspecified"
E79.9,"Disorder of purine and pyrimidine metabolism, unspecified"
E80.6,Other disorders of bilirubin metabolism
E80.7,"Disorder of bilirubin metabolism, unspecified"
E83.111,Hemochromatosis due to repeated red blood cell transfusions
E83.40,"Disorders of magnesium metabolism, unspecified"
E83.42,Hypomagnesemia
E83.49,Other disorders of magnesium metabolism
E83.50,Unspecified disorder of calcium metabolism
E83.51,Hypocalcemia
E83.52,Hypercalcemia
E84,Cystic fibrosis
E84.0,Cystic fibrosis with pulmonary manifestations
E84.9,"Cystic fibrosis, unspecified"
E85.1,Neuropathic heredofamilial amyloidosis
E86,Volume depletion
E86.0,Dehydration
E86.1,Hypovolemia
E86.9,"Volume depletion, unspecified"
E87,"Other disorders of fluid, electrolyte and acid-base balance"
E87.0,Hyperosmolality and hypernatremia
E87.1,Hypo-osmolality and hyponatremia
E87.2,Acidosis
E87.20,"Acidosis, unspecified"
E87.21,Acute metabolic acidosis
E87.3,Alkalosis
E87.4,Mixed disorder of acid-base balance
E87.5,Hyperkalemia
E87.6,Hypokalemia
E87.7,Fluid overload
E87.70,"Fluid overload, unspecified"
E87.71,Transfusion associated circulatory overload
E87.79,Other fluid overload
E87.8,"Other disorders of electrolyte and fluid balance, not elsewhere classified"
E88,Other and unspecified metabolic disorders
E88.41,MELAS syndrome
E88.8,Other specified metabolic disorders
E88.81,Metabolic syndrome and other insulin resistance
E88.89,Other specified metabolic disorders
E88.9,"Metabolic disorder, unspecified"
E89.0,Postprocedural hypothyroidism
F01,Vascular dementia
F01.5,"Vascular dementia, unspecified severity"
F01.50,"Vascular dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"
F01.51,"Vascular dementia, unspecified severity, with behavioral disturbance"
F01.511,"Vascular dementia, unspecified severity, with agitation"
F01.B11,"Vascular dementia, moderate, with agitation"
F02,Dementia in other diseases classified elsewhere
F02.8,"Dementia in other diseases classified elsewhere, unspecified severity"
F02.80,"Dementia in other diseases classified elsewhere, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"
F02.81,"Dementia in other diseases classified elsewhere, unspecified severity, with behavioral disturbance"
F02.811,"Dementia in other diseases classified elsewhere, unspecified severity, with agitation"
F02.818,"Dementia in other diseases classified elsewhere, unspecified severity, with other behavioral disturbance"
F02.A18,"Dementia in other diseases classified elsewhere, mild, with other behavioral disturbance"
F02.B18,"Dementia in other diseases classified elsewhere, moderate, with other behavioral disturbance"
F02.C3,"Dementia in other diseases classified elsewhere, severe, with mood disturbance"
F03,Unspecified dementia
F03.9,"Unspecified dementia, unspecified severity"
F03.90,"Unspecified dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"
F03.91,"Unspecified dementia, unspecified severity, with behavioral disturbance"
F03.911,"Unspecified dementia, unspecified severity, with agitation"
F03.918,"Unspecified dementia, unspecified severity, with other behavioral disturbance"
F03.94,"Unspecified dementia, unspecified severity, with anxiety"
F03.B18,"Unspecified dementia, moderate, with other behavioral disturbance"
F04,Amnestic disorder due to known physiological condition
F05,Delirium due to known physiological condition
F06,Other mental disorders due to known physiological condition
F06.0,Psychotic disorder with hallucinations due to known physiological condition
F06.1,Catatonic disorder due to known physiological condition
F06.2,Psychotic disorder with delusions due to known physiological condition
F06.3,Mood disorder due to known physiological condition
F06.30,"Mood disorder due to known physiological condition, unspecified"
F06.31,Mood disorder due to known physiological condition with depressive features
F06.33,Mood disorder due to known physiological condition with manic features
F06.4,Anxiety disorder due to known physiological condition
F06.8,Other specified mental disorders due to known physiological condition
F07,Personality and behavioral disorders due to known physiological condition
F07.0,Personality change due to known physiological condition
F07.8,Other personality and behavioral disorders due to known physiological condition
F07.81,Postconcussional syndrome
F07.89,Other personality and behavioral disorders due to known physiological condition
F07.9,Unspecified personality and behavioral disorder due to known physiological condition
F09,Unspecified mental disorder due to known physiological condition
F10,Alcohol related disorders
F10.1,Alcohol abuse
F10.10,"Alcohol abuse, uncomplicated"
F10.11,"Alcohol abuse, in remission"
F10.12,Alcohol abuse with intoxication
F10.120,"Alcohol abuse with intoxication, uncomplicated"
F10.121,Alcohol abuse with intoxication delirium
F10.129,"Alcohol abuse with intoxication, unspecified"
F10.13,"Alcohol abuse, with withdrawal"
F10.130,"Alcohol abuse with withdrawal, uncomplicated"
F10.131,Alcohol abuse with withdrawal delirium
F10.132,Alcohol abuse with withdrawal with perceptual disturbance
F10.139,"Alcohol abuse with withdrawal, unspecified"
F10.14,Alcohol abuse with alcohol-induced mood disorder
F10.15,Alcohol abuse with alcohol-induced psychotic disorder
F10.150,Alcohol abuse with alcohol-induced psychotic disorder with delusions
F10.151,Alcohol abuse with alcohol-induced psychotic disorder with hallucinations
F10.159,"Alcohol abuse with alcohol-induced psychotic disorder, unspecified"
F10.18,Alcohol abuse with other alcohol-induced disorders
F10.180,Alcohol abuse with alcohol-induced anxiety disorder
F10.188,Alcohol abuse with other alcohol-induced disorder
F10.19,Alcohol abuse with unspecified alcohol-induced disorder
F10.2,Alcohol dependence
F10.20,"Alcohol dependence, uncomplicated"
F10.21,"Alcohol dependence, in remission"
F10.22,Alcohol dependence with intoxication
F10.220,"Alcohol dependence with intoxication, uncomplicated"
F10.221,Alcohol dependence with intoxication delirium
F10.229,"Alcohol dependence with intoxication, unspecified"
F10.23,Alcohol dependence with withdrawal
F10.230,"Alcohol dependence with withdrawal, uncomplicated"
F10.231,Alcohol dependence with withdrawal delirium
F10.232,Alcohol dependence with withdrawal with perceptual disturbance
F10.239,"Alcohol dependence with withdrawal, unspecified"
F10.25,Alcohol dependence with alcohol-induced psychotic disorder
F10.250,Alcohol dependence with alcohol-induced psychotic disorder with delusions
F10.251,Alcohol dependence with alcohol-induced psychotic disorder with hallucinations
F10.259,"Alcohol dependence with alcohol-induced psychotic disorder, unspecified"
F10.27,Alcohol dependence with alcohol-induced persisting dementia
F10.280,Alcohol dependence with alcohol-induced anxiety disorder
F10.288,Alcohol dependence with other alcohol-induced disorder
F10.29,Alcohol dependence with unspecified alcohol-induced disorder
F10.9,"Alcohol use, unspecified"
F10.90,"Alcohol use, unspecified, uncomplicated"
F10.92,"Alcohol use, unspecified with intoxication"
F10.920,"Alcohol use, unspecified with intoxication, uncomplicated"
F10.921,"Alcohol use, unspecified with intoxication delirium"
F10.929,"Alcohol use, unspecified with intoxication, unspecified"
F10.93,"Alcohol use, unspecified with withdrawal"
F10.939,"Alcohol use, unspecified with withdrawal, unspecified"
F10.94,"Alcohol use, unspecified with alcohol-induced mood disorder"
F10.95,"Alcohol use, unspecified with alcohol-induced psychotic disorder"
F10.950,"Alcohol use, unspecified with alcohol-induced psychotic disorder with delusions"
F10.951,"Alcohol use, unspecified with alcohol-induced psychotic disorder with hallucinations"
F10.959,"Alcohol use, unspecified with alcohol-induced psychotic disorder, unspecified"
F10.96,"Alcohol use, unspecified with alcohol-induced persisting amnestic disorder"
F10.98,"Alcohol use, unspecified with other alcohol-induced disorders"
F10.980,"Alcohol use, unspecified with alcohol-induced anxiety disorder"
F10.988,"Alcohol use, unspecified with other alcohol-induced disorder"
F10.99,"Alcohol use, unspecified with unspecified alcohol-induced disorder"
F11,Opioid related disorders
F11.1,Opioid abuse
F11.10,"Opioid abuse, uncomplicated"
F11.12,Opioid abuse with intoxication
F11.120,"Opioid abuse with intoxication, uncomplicated"
F11.122,Opioid abuse with intoxication with perceptual disturbance
F11.129,"Opioid abuse with intoxication, unspecified"
F11.13,Opioid abuse with withdrawal
F11.15,Opioid abuse with opioid-induced psychotic disorder
F11.18,Opioid abuse with other opioid-induced disorder
F11.188,Opioid abuse with other opioid-induced disorder
F11.19,Opioid abuse with unspecified opioid-induced disorder
F11.2,Opioid dependence
F11.20,"Opioid dependence, uncomplicated"
F11.21,"Opioid dependence, in remission"
F11.222,Opioid dependence with intoxication with perceptual disturbance
F11.229,"Opioid dependence with intoxication, unspecified"
F11.23,Opioid dependence with withdrawal
F11.29,Opioid dependence with unspecified opioid-induced disorder
F11.9,"Opioid use, unspecified"
F11.90,"Opioid use, unspecified, uncomplicated"
F11.92,"Opioid use, unspecified with intoxication"
F11.920,"Opioid use, unspecified with intoxication, uncomplicated"
F11.922,"Opioid use, unspecified with intoxication with perceptual disturbance"
