eSituation_10,DiagnosisCodeDescr
H21.569,"Pupillary abnormality, unspecified eye"
H35.013,"Changes in retinal vascular appearance, bilateral"
H35.109,"Retinopathy of prematurity, unspecified, unspecified eye"
H40.033,"Anatomical narrow angle, bilateral"
H40.052,"Ocular hypertension, left eye"
H40.9,Unspecified glaucoma
H51.0,Palsy (spasm) of conjugate gaze
H51.8,Other specified disorders of binocular movement
H53,Visual disturbances
H53.10,Unspecified subjective visual disturbances
H53.12,Transient visual loss
H53.13,Sudden visual loss
H53.131,"Sudden visual loss, right eye"
H53.132,"Sudden visual loss, left eye"
H53.133,"Sudden visual loss, bilateral"
H53.14,Visual discomfort
H53.141,"Visual discomfort, right eye"
H53.149,"Visual discomfort, unspecified"
H53.2,Diplopia
H53.30,Unspecified disorder of binocular vision
H53.40,Unspecified visual field defects
H53.7,Vision sensitivity deficiencies
H53.71,Glare sensitivity
H53.8,Other visual disturbances
H53.9,Unspecified visual disturbance
H54,Blindness and low vision
H54.0,"Blindness, both eyes"
H54.10,"Blindness, one eye, low vision other eye, unspecified eyes"
H54.2,"Low vision, both eyes"
H54.4,"Blindness, one eye"
H54.42,"Blindness, left eye, normal vision right eye"
H54.5,"Low vision, one eye"
H54.51,"Low vision, right eye, normal vision left eye"
H54.52,"Low vision, left eye, normal vision right eye"
H54.7,Unspecified visual loss
H54.8,"Legal blindness, as defined in USA"
H55,Nystagmus and other irregular eye movements
H55.0,Nystagmus
H55.00,Unspecified nystagmus
H57,Other disorders of eye and adnexa
H57.0,Anomalies of pupillary function
H57.02,Anisocoria
H57.03,Miosis
H57.04,Mydriasis
H57.09,Other anomalies of pupillary function
H57.1,Ocular pain
H57.10,"Ocular pain, unspecified eye"
H57.11,"Ocular pain, right eye"
H57.12,"Ocular pain, left eye"
H57.13,"Ocular pain, bilateral"
H57.8,Other specified disorders of eye and adnexa
H57.9,Unspecified disorder of eye and adnexa
H61.91,"Disorder of right external ear, unspecified"
H61.92,"Disorder of left external ear, unspecified"
H65.11,Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous)
H81.1,Benign paroxysmal vertigo
H81.10,"Benign paroxysmal vertigo, unspecified ear"
H81.3,Other peripheral vertigo
H81.31,Aural vertigo
H81.312,"Aural vertigo, left ear"
H81.313,"Aural vertigo, bilateral"
H81.319,"Aural vertigo, unspecified ear"
H81.39,Other peripheral vertigo
H81.393,"Other peripheral vertigo, bilateral"
H81.399,"Other peripheral vertigo, unspecified ear"
H81.4,Vertigo of central origin
H90.4,"Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side"
H90.7,"Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side"
H91.20,"Sudden idiopathic hearing loss, unspecified ear"
H91.9,Unspecified hearing loss
H91.90,"Unspecified hearing loss, unspecified ear"
H91.91,"Unspecified hearing loss, right ear"
H91.92,"Unspecified hearing loss, left ear"
H92.0,Otalgia
H92.01,"Otalgia, right ear"
H92.02,"Otalgia, left ear"
H92.09,"Otalgia, unspecified ear"
H92.1,Otorrhea
H92.10,"Otorrhea, unspecified ear"
H92.2,Otorrhagia
H93.1,Tinnitus
H93.13,"Tinnitus, bilateral"
H93.19,"Tinnitus, unspecified ear"
H93.292,"Other abnormal auditory perceptions, left ear"
H93.299,"Other abnormal auditory perceptions, unspecified ear"
H93.8X1,Other specified disorders of right ear
H93.8X2,Other specified disorders of left ear
H93.90,"Unspecified disorder of ear, unspecified ear"
H93.A3,"Pulsatile tinnitus, bilateral"
I05.8,Other rheumatic mitral valve diseases
I06.2,Rheumatic aortic stenosis with insufficiency
I10,Essential (primary) hypertension
I11,Hypertensive heart disease
I11.9,Hypertensive heart disease without heart failure
I13.2,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease"
I15,Secondary hypertension
I15.1,Hypertension secondary to other renal disorders
I15.2,Hypertension secondary to endocrine disorders
I15.8,Other secondary hypertension
I15.9,"Secondary hypertension, unspecified"
I16,Hypertensive crisis
I16.0,Hypertensive urgency
I16.1,Hypertensive emergency
I16.9,"Hypertensive crisis, unspecified"
I20,Angina pectoris
I20.0,Unstable angina
I20.8,Other forms of angina pectoris
I20.9,"Angina pectoris, unspecified"
I21,Acute myocardial infarction
I21.0,ST elevation (STEMI) myocardial infarction of anterior wall
I21.02,ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery
I21.09,ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall
I21.1,ST elevation (STEMI) myocardial infarction of inferior wall
I21.19,ST elevation (STEMI) myocardial infarction involving other coronary artery of inferior wall
I21.2,ST elevation (STEMI) myocardial infarction of other sites
I21.21,ST elevation (STEMI) myocardial infarction involving left circumflex coronary artery
I21.29,ST elevation (STEMI) myocardial infarction involving other sites
I21.3,ST elevation (STEMI) myocardial infarction of unspecified site
I21.4,Non-ST elevation (NSTEMI) myocardial infarction
I21.9,"Acute myocardial infarction, unspecified"
I22.9,Subsequent ST elevation (STEMI) myocardial infarction of unspecified site
I23,Certain current complications following ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction (within the 28 day period)
I24.0,Acute coronary thrombosis not resulting in myocardial infarction
I25.1,Atherosclerotic heart disease of native coronary artery
I25.119,Atherosclerotic heart disease of native coronary artery with unspecified angina pectoris
I25.9,"Chronic ischemic heart disease, unspecified"
I26,Pulmonary embolism
I26.02,Saddle embolus of pulmonary artery with acute cor pulmonale
I26.99,Other pulmonary embolism without acute cor pulmonale
I27,Other pulmonary heart diseases
I27.0,Primary pulmonary hypertension
I27.2,Other secondary pulmonary hypertension
I27.20,"Pulmonary hypertension, unspecified"
I27.23,Pulmonary hypertension due to lung diseases and hypoxia
I27.81,Cor pulmonale (chronic)
I27.82,Chronic pulmonary embolism
I27.9,"Pulmonary heart disease, unspecified"
I30,Acute pericarditis
I30.9,"Acute pericarditis, unspecified"
I31.3,Pericardial effusion (noninflammatory)
I31.4,Cardiac tamponade
I35.0,Nonrheumatic aortic (valve) stenosis
I37.8,Other nonrheumatic pulmonary valve disorders
I38,"Endocarditis, valve unspecified"
I42.9,"Cardiomyopathy, unspecified"
I44.2,"Atrioventricular block, complete"
I44.30,Unspecified atrioventricular block
I44.39,Other atrioventricular block
I45.10,Unspecified right bundle-branch block
I45.5,Other specified heart block
I45.6,Pre-excitation syndrome
I46,Cardiac arrest
I46.2,Cardiac arrest due to underlying cardiac condition
I46.8,Cardiac arrest due to other underlying condition
I46.9,"Cardiac arrest, cause unspecified"
I47,Paroxysmal tachycardia
I47.1,Supraventricular tachycardia
I47.2,Ventricular tachycardia
I47.20,"Ventricular tachycardia, unspecified"
I47.29,Other ventricular tachycardia
I47.9,"Paroxysmal tachycardia, unspecified"
I48,Atrial fibrillation and flutter
I48.0,Paroxysmal atrial fibrillation
I48.1,Persistent atrial fibrillation
I48.19,Other persistent atrial fibrillation
I48.2,Chronic atrial fibrillation
I48.20,"Chronic atrial fibrillation, unspecified"
I48.9,Unspecified atrial fibrillation and atrial flutter
I48.91,Unspecified atrial fibrillation
I48.92,Unspecified atrial flutter
I49,Other cardiac arrhythmias
I49.0,Ventricular fibrillation and flutter
I49.01,Ventricular fibrillation
I49.3,Ventricular premature depolarization
I49.8,Other specified cardiac arrhythmias
I49.9,"Cardiac arrhythmia, unspecified"
I50,Heart failure
I50.2,Systolic (congestive) heart failure
I50.20,Unspecified systolic (congestive) heart failure
I50.21,Acute systolic (congestive) heart failure
I50.22,Chronic systolic (congestive) heart failure
I50.31,Acute diastolic (congestive) heart failure
I50.4,Combined systolic (congestive) and diastolic (congestive) heart failure
I50.40,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure
I50.41,Acute combined systolic (congestive) and diastolic (congestive) heart failure
I50.42,Chronic combined systolic (congestive) and diastolic (congestive) heart failure
I50.43,Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure
I50.8,Other heart failure
I50.84,End stage heart failure
I50.89,Other heart failure
I50.9,"Heart failure, unspecified"
I51.7,Cardiomegaly
I51.89,Other ill-defined heart diseases
I51.9,"Heart disease, unspecified"
I52,Other heart disorders in diseases classified elsewhere
I60.6,Nontraumatic subarachnoid hemorrhage from other intracranial arteries
I60.9,"Nontraumatic subarachnoid hemorrhage, unspecified"
I61,Nontraumatic intracerebral hemorrhage
I61.9,"Nontraumatic intracerebral hemorrhage, unspecified"
I62.0,Nontraumatic subdural hemorrhage
I62.00,"Nontraumatic subdural hemorrhage, unspecified"
I62.01,Nontraumatic acute subdural hemorrhage
I62.1,Nontraumatic extradural hemorrhage
I62.9,"Nontraumatic intracranial hemorrhage, unspecified"
I63,Cerebral infarction
I63.09,Cerebral infarction due to thrombosis of other precerebral artery
I63.119,Cerebral infarction due to embolism of unspecified vertebral artery
I63.412,Cerebral infarction due to embolism of left middle cerebral artery
I63.50,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery
I63.89,Other cerebral infarction
I63.9,"Cerebral infarction, unspecified"
I65.29,Occlusion and stenosis of unspecified carotid artery
I66.9,Occlusion and stenosis of unspecified cerebral artery
I67.1,"Cerebral aneurysm, nonruptured"
I67.81,Acute cerebrovascular insufficiency
I67.89,Other cerebrovascular disease
I67.9,"Cerebrovascular disease, unspecified"
I69,Sequelae of cerebrovascular disease
I69.028,Other speech and language deficits following nontraumatic subarachnoid hemorrhage
I69.039,Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting unspecified side
I69.090,Apraxia following nontraumatic subarachnoid hemorrhage
I69.092,Facial weakness following nontraumatic subarachnoid hemorrhage
I69.192,Facial weakness following nontraumatic intracerebral hemorrhage
I69.30,Unspecified sequelae of cerebral infarction
I69.313,Psychomotor deficit following cerebral infarction
I69.32,Speech and language deficits following cerebral infarction
I69.320,Aphasia following cerebral infarction
I69.321,Dysphasia following cerebral infarction
I69.339,Monoplegia of upper limb following cerebral infarction affecting unspecified side
I69.35,Hemiplegia and hemiparesis following cerebral infarction
I69.351,Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side
I69.354,Hemiplegia and hemiparesis following cerebral infarction affecting left non-dominant side
I69.359,Hemiplegia and hemiparesis following cerebral infarction affecting unspecified side
I69.391,Dysphagia following cerebral infarction
I69.392,Facial weakness following cerebral infarction
I69.892,Facial weakness following other cerebrovascular disease
I69.911,Memory deficit following unspecified cerebrovascular disease
I69.920,Aphasia following unspecified cerebrovascular disease
I69.922,Dysarthria following unspecified cerebrovascular disease
I69.959,Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting unspecified side
I69.992,Facial weakness following unspecified cerebrovascular disease
I70.229,"Atherosclerosis of native arteries of extremities with rest pain, unspecified extremity"
I70.569,"Atherosclerosis of nonautologous biological bypass graft(s) of the extremities with gangrene, unspecified extremity"
I71,Aortic aneurysm and dissection
I71.0,Dissection of aorta
I71.00,Dissection of unspecified site of aorta
I71.02,Dissection of abdominal aorta
I71.3,"Abdominal aortic aneurysm, ruptured"
I71.30,"Abdominal aortic aneurysm, ruptured, unspecified"
I71.4,"Abdominal aortic aneurysm, without rupture"
I71.40,"Abdominal aortic aneurysm, without rupture, unspecified"
I71.9,"Aortic aneurysm of unspecified site, without rupture"
I72.1,Aneurysm of artery of upper extremity
I72.9,Aneurysm of unspecified site
I73.9,"Peripheral vascular disease, unspecified"
I74.4,"Embolism and thrombosis of arteries of extremities, unspecified"
I74.9,Embolism and thrombosis of unspecified artery
I77.0,"Arteriovenous fistula, acquired"
I79.0,Aneurysm of aorta in diseases classified elsewhere
I80,Phlebitis and thrombophlebitis
I80.209,Phlebitis and thrombophlebitis of unspecified deep vessels of unspecified lower extremity
I82.40,Acute embolism and thrombosis of unspecified deep veins of lower extremity
I82.401,Acute embolism and thrombosis of unspecified deep veins of right lower extremity
I82.402,Acute embolism and thrombosis of unspecified deep veins of left lower extremity
I82.409,Acute embolism and thrombosis of unspecified deep veins of unspecified lower extremity
I82.49,Acute embolism and thrombosis of other specified deep vein of lower extremity
I82.491,Acute embolism and thrombosis of other specified deep vein of right lower extremity
I82.492,Acute embolism and thrombosis of other specified deep vein of left lower extremity
I82.499,Acute embolism and thrombosis of other specified deep vein of unspecified lower extremity
I82.4Z2,Acute embolism and thrombosis of unspecified deep veins of left distal lower extremity
I82.622,Acute embolism and thrombosis of deep veins of left upper extremity
I82.890,Acute embolism and thrombosis of other specified veins
I82.90,Acute embolism and thrombosis of unspecified vein
I82.91,Chronic embolism and thrombosis of unspecified vein
I85,Esophageal varices
I85.00,Esophageal varices without bleeding
I85.01,Esophageal varices with bleeding
I87.3,Chronic venous hypertension (idiopathic)
I87.30,Chronic venous hypertension (idiopathic) without complications
I87.39,Chronic venous hypertension (idiopathic) with other complications
I87.399,Chronic venous hypertension (idiopathic) with other complications of unspecified lower extremity
